iter	Passed	Remaining
210	9188	64844
211	9226	64759
212	9264	64680
213	9301	64586
214	9338	64499
215	9375	64412
216	9409	64305
217	9451	64249
218	9491	64183
219	9530	64114
220	9565	64016
221	9599	63912
222	9636	63826
223	9673	63743
224	9716	63696
225	9754	63619
226	9791	63534
227	9826	63438
228	9864	63367
229	9906	63318
230	9943	63232
231	9979	63143
232	10017	63069
233	10054	62992
234	10093	62926
235	10131	62848
236	10167	62766
237	10204	62686
238	10243	62615
239	10279	62531
240	10318	62466
241	10354	62382
242	10392	62312
243	10431	62244
244	10473	62198
245	10517	62161
246	10552	62073
247	10587	61987
248	10627	61927
249	10665	61858
250	10703	61792
251	10742	61726
252	10777	61641
253	10812	61557
254	10848	61473
255	10883	61390
256	10920	61314
257	10959	61253
258	11002	61212
259	11036	61127
260	11080	61092
261	11119	61030
262	11156	60957
263	11190	60868
264	11227	60800
265	11268	60748
266	11304	60671
267	11344	60618
268	11388	60581
269	11426	60519
270	11464	60452
271	11504	60396
272	11540	60322
273	11573	60233
274	11614	60182
275	11651	60116
276	11687	60043
277	11722	59962
278	11761	59901
279	11802	59854
280	11839	59786
281	11876	59719
282	11910	59639
283	11944	59554
284	11987	59518
285	12023	59445
286	12062	59387
287	12108	59367
288	12151	59329
289	12191	59273
290	12233	59232
291	12272	59176
292	12307	59100
293	12342	59027
294	12382	58976
295	12420	58911
296	12460	58862
297	12504	58828
298	12537	58747
299	12582	58716
300	12621	58660
301	12656	58590
302	12694	58529
303	12735	58482
304	12774	58427
305	12815	58381
306	12855	58332
307	12894	58274
308	12930	58208
309	12967	58146
310	13005	58086
311	13045	58035
312	13080	57961
313	13118	57905
314	13155	57840
315	13193	57785
316	13232	57729
317	13266	57655
318	13301	57585
319	13341	57535
320	13386	57506
321	13422	57442
322	13476	57452
323	13512	57387
324	13546	57312
325	13587	57267
326	13625	57212
327	13664	57157
328	13701	57096
329	13739	57039
330	13774	56972
331	13812	56914
332	13853	56870
333	13889	56805
334	13923	56733
335	13963	56685
336	14002	56633
337	14037	56566
338	14074	56506
339	14115	56461
340	14152	56401
341	14189	56341
342	14226	56282
343	14262	56220
344	14298	56159
345	14338	56108
346	14376	56054
347	14411	55989
348	14449	55935
349	14490	55890
350	14527	55833
351	14560	55761
352	14597	55703
353	14636	55651
354	14670	55582
355	14707	55524
356	14741	55457
357	14791	55447
358	14836	55419
359	14875	55370
360	14911	55307
361	14946	55242
362	14988	55205
363	15026	55153
364	15062	55091
365	15096	55024
366	15132	54965
367	15171	54914
368	15206	54849
369	15246	54806
370	15291	54776
371	15328	54720
372	15370	54681
373	15406	54621
374	15447	54580
375	15485	54529
376	15522	54471
377	15557	54411
378	15595	54357
379	15633	54304
380	15674	54264
381	15711	54208
382	15751	54163
383	15840	54287
384	15911	54346
385	15964	54346
386	16001	54289
387	16041	54243
388	16081	54196
389	16115	54132
390	16154	54081
391	16190	54022
392	16227	53967
393	16270	53931
394	16303	53863
395	16339	53805
396	16376	53750
397	16414	53697
398	16450	53639
399	16499	53622
400	16537	53571
401	16572	53510
402	16614	53472
403	16651	53416
404	16702	53405
405	16741	53358
406	16781	53313
407	16817	53254
408	16856	53206
409	16892	53150
410	16930	53098
411	16971	53055
412	17012	53014
413	17053	52972
414	17090	52918
415	17132	52879
416	17168	52822
417	17208	52778
418	17246	52728
419	17285	52678
420	17324	52630
421	17360	52574
422	17398	52525
423	17436	52474
424	17485	52455
425	17524	52408
426	17563	52361
427	17606	52326
428	17644	52276
429	17682	52226
430	17717	52164
431	17755	52116
432	17802	52093
433	17838	52035
434	17881	52000
435	17921	51957
436	17959	51905
437	17996	51852
438	18030	51792
439	18068	51742
440	18109	51701
441	18154	51669
442	18190	51614
443	18231	51573
444	18269	51524
445	18309	51481
446	18347	51429
447	18384	51378
448	18422	51329
449	18466	51294
450	18507	51255
451	18547	51212
452	18590	51174
453	18627	51123
454	18664	51072
455	18701	51019
456	18737	50963
457	18774	50913
458	18813	50867
459	18849	50812
460	18888	50765
461	18923	50707
462	18958	50651
463	18999	50611
464	19036	50559
465	19074	50510
466	19109	50453
467	19150	50414
468	19190	50369
469	19231	50328
470	19266	50271
471	19303	50221
472	19337	50163
473	19374	50113
474	19411	50062
475	19449	50013
476	19487	49964
477	19526	49919
478	19562	49865
479	19596	49808
480	19633	49758
481	19669	49705
482	19708	49659
483	19748	49617
484	19787	49570
485	19823	49518
486	19862	49471
487	19902	49429
488	19939	49380
489	19977	49332
490	20013	49278
491	20054	49238
492	20089	49185
493	20127	49136
494	20170	49101
495	20209	49056
496	20251	49019
497	20291	48977
498	20330	48932
499	20367	48881
500	20417	48862
501	20493	48907
502	20533	48864
503	20575	48827
504	20611	48772
505	20650	48729
506	20685	48675
507	20728	48638
508	20763	48584
509	20802	48539
510	20840	48491
511	20876	48440
512	20920	48406
513	20965	48374
514	21001	48324
515	21041	48282
516	21077	48230
517	21121	48196
518	21160	48151
519	21200	48108
520	21239	48064
521	21276	48015
522	21314	47967
523	21350	47916
524	21387	47866
525	21428	47827
526	21469	47786
527	21507	47741
528	21547	47698
529	21582	47644
530	21622	47601
531	21666	47569
532	21706	47526
533	21743	47477
534	21779	47426
535	21813	47371
536	21856	47336
537	21894	47288
538	21932	47241
539	21974	47204
540	22013	47160
541	22051	47114
542	22090	47068
543	22128	47022
544	22166	46977
545	22201	46924
546	22239	46877
547	22275	46826
548	22334	46824
549	22475	46993
550	22517	46954
551	22556	46911
552	22591	46857
553	22628	46808
554	22665	46760
555	22705	46718
556	22741	46666
557	22776	46614
558	22815	46568
559	22852	46520
560	22889	46472
561	22929	46430
562	22968	46386
563	23008	46342
564	23048	46300
565	23089	46260
566	23123	46206
567	23165	46166
568	23203	46121
569	23240	46074
570	23281	46031
571	23324	45996
572	23363	45952
573	23404	45912
574	23442	45866
575	23480	45820
576	23515	45768
577	23558	45730
578	23598	45688
579	23636	45642
580	23674	45597
581	23712	45551
582	23747	45498
583	23785	45453
584	23824	45409
585	23860	45359
586	23899	45316
587	23937	45270
588	23970	45214
589	24007	45166
590	24046	45122
591	24084	45076
592	24122	45031
593	24163	44990
594	24198	44939
595	24238	44897
596	24274	44849
597	24340	44855
598	24382	44816
599	24426	44782
600	24465	44738
601	24506	44697
602	24539	44642
603	24578	44599
604	24614	44550
605	24655	44509
606	24694	44466
607	24733	44422
608	24769	44373
609	24808	44329
610	24847	44286
611	24885	44240
612	24920	44189
613	24955	44139
614	24989	44087
615	25030	44047
616	25067	43999
617	25102	43950
618	25146	43914
619	25185	43871
620	25219	43819
621	25254	43768
622	25290	43721
623	25327	43674
624	25366	43631
625	25409	43594
626	25447	43549
627	25486	43505
628	25526	43464
629	25564	43418
630	25604	43376
631	25642	43333
632	25684	43293
633	25722	43249
634	25755	43196
635	25788	43143
636	25824	43095
637	25861	43047
638	25896	42998
639	25931	42949
640	25965	42897
641	26004	42854
642	26045	42815
643	26086	42775
644	26124	42731
645	26158	42680
646	26198	42638
647	26239	42599
648	26277	42554
649	26318	42513
650	26355	42468
651	26392	42423
652	26434	42383
653	26469	42334
654	26504	42285
655	26542	42240
656	26578	42193
657	26617	42150
658	26651	42099
659	26685	42050
660	26726	42010
661	26766	41968
662	26806	41928
663	26847	41889
664	26882	41839
665	26921	41796
666	26960	41755
667	26996	41706
668	27035	41665
669	27076	41624
670	27111	41577
671	27149	41532
672	27188	41489
673	27228	41448
674	27267	41406
675	27304	41361
676	27341	41315
677	27380	41272
678	27425	41239
679	27464	41196
680	27499	41148
681	27541	41110
682	27580	41067
683	27615	41019
684	27654	40976
685	27691	40932
686	27725	40881
687	27761	40834
688	27798	40790
689	27834	40743
690	27869	40694
691	27907	40650
692	27945	40607
693	27982	40563
694	28018	40516
695	28055	40470
696	28093	40427
697	28135	40389
698	28172	40344
699	28211	40302
700	28251	40260
701	28290	40218
702	28323	40168
703	28362	40125
704	28407	40092
705	28441	40044
706	28482	40004
707	28520	39961
708	28554	39911
709	28590	39865
710	28624	39816
711	28664	39775
712	28699	39728
713	28735	39682
714	28774	39640
715	28808	39591
716	28846	39547
717	28882	39502
718	28919	39457
719	28955	39412
720	28996	39372
721	29034	39329
722	29075	39289
723	29114	39247
724	29153	39205
725	29191	39163
726	29231	39123
727	29265	39074
728	29305	39033
729	29348	38996
730	29389	38958
731	29429	38917
732	29471	38880
733	29512	38840
734	29555	38804
735	29592	38760
736	29634	38722
737	29679	38687
738	29716	38643
739	29753	38598
740	29793	38558
741	29831	38515
742	29873	38477
743	29910	38433
744	29947	38389
745	29983	38342
746	30017	38294
747	30062	38261
748	30098	38215
749	30136	38172
750	30175	38131
751	30218	38094
752	30258	38054
753	30297	38011
754	30338	37972
755	30378	37933
756	30418	37892
757	30454	37846
758	30493	37805
759	30575	37817
760	30637	37803
761	30674	37759
762	30713	37717
763	30751	37674
764	30795	37639
765	30832	37595
766	30872	37554
767	30917	37519
768	30953	37474
769	30991	37431
770	31027	37386
771	31066	37343
772	31102	37298
773	31142	37257
774	31176	37211
775	31216	37169
776	31297	37178
777	31357	37161
778	31398	37121
779	31437	37080
780	31476	37038
781	31513	36994
782	31552	36952
783	31588	36906
784	31628	36866
785	31668	36826
786	31705	36781
787	31745	36741
788	31783	36697
789	31819	36652
790	31862	36615
791	31900	36573
792	31938	36530
793	31974	36485
794	32012	36442
795	32057	36407
796	32094	36363
797	32130	36317
798	32165	36271
799	32201	36226
800	32238	36183
801	32278	36141
802	32313	36096
803	32351	36053
804	32392	36013
805	32440	35982
806	32479	35940
807	32517	35898
808	32554	35854
809	32592	35811
810	32630	35768
811	32663	35720
812	32699	35675
813	32745	35641
814	32869	35692
815	32907	35650
816	32942	35603
817	32980	35560
818	33021	35520
819	33060	35479
820	33099	35438
821	33137	35395
822	33176	35353
823	33219	35316
824	33256	35272
825	33293	35228
826	33328	35182
827	33367	35140
828	33410	35103
829	33446	35057
830	33482	35013
831	33517	34967
832	33553	34922
833	33590	34879
834	33631	34840
835	33670	34797
836	33712	34759
837	33751	34718
838	33788	34674
839	33827	34633
840	33867	34592
841	33900	34545
842	33940	34503
843	33974	34457
844	34015	34418
845	34050	34372
846	34089	34330
847	34129	34290
848	34170	34250
849	34207	34207
850	34248	34168
851	34286	34125
852	34322	34081
853	34363	34041
854	34397	33995
855	34434	33951
856	34476	33913
857	34517	33873
858	34555	33831
859	34592	33787
860	34630	33745
861	34668	33702
862	34703	33657
863	34737	33611
864	34773	33567
865	34812	33526
866	34854	33487
867	34906	33459
868	34947	33419
869	34986	33377
870	35022	33333
871	35059	33290
872	35100	33251
873	35136	33206
874	35173	33163
875	35212	33122
876	35263	33091
877	35305	33053
878	35339	33008
879	35380	32968
880	35419	32926
881	35458	32885
882	35515	32861
883	35592	32854
884	35633	32814
885	35674	32775
886	35713	32733
887	35756	32696
888	35792	32652
889	35832	32611
890	35872	32571
891	35910	32528
892	35949	32487
893	35987	32445
894	36027	32404
895	36068	32364
896	36108	32324
897	36142	32278
898	36176	32233
899	36214	32190
900	36252	32148
901	36286	32102
902	36323	32059
903	36363	32019
904	36409	31983
905	36444	31938
906	36480	31895
907	36518	31853
908	36559	31813
909	36600	31773
910	36640	31734
911	36688	31700
912	36726	31658
913	36763	31615
914	36802	31573
915	36842	31533
916	36878	31489
917	36918	31448
918	36957	31407
919	36996	31366
920	37031	31321
921	37066	31277
922	37103	31234
923	37138	31190
924	37177	31148
925	37216	31107
926	37254	31065
927	37292	31023
928	37332	30982
929	37376	30946
930	37417	30906
931	37454	30863
932	37492	30821
933	37529	30778
934	37566	30736
935	37610	30698
936	37647	30656
937	37683	30612
938	37723	30572
939	37763	30532
940	37799	30488
941	37835	30445
942	37869	30399
943	37906	30357
944	37946	30316
945	37984	30274
946	38022	30233
947	38057	30189
948	38095	30147
949	38133	30105
950	38171	30063
951	38214	30025
952	38251	29983
953	38287	29939
954	38322	29895
955	38366	29858
956	38403	29815
957	38439	29772
958	38476	29729
959	38511	29685
960	38549	29644
961	38589	29603
962	38627	29562
963	38666	29521
964	38704	29479
965	38745	29439
966	38781	29397
967	38819	29355
968	38856	29312
969	38895	29272
970	38928	29226
971	38966	29184
972	39004	29143
973	39043	29101
974	39082	29061
975	39121	29020
976	39159	28979
977	39197	28937
978	39238	28898
979	39278	28857
980	39316	28815
981	39365	28782
982	39401	28739
983	39438	28697
984	39475	28654
985	39510	28611
986	39547	28568
987	39584	28526
988	39623	28485
989	39663	28445
990	39698	28402
991	39732	28357
992	39774	28318
993	39825	28286
994	39864	28245
995	39906	28207
996	39944	28165
997	39980	28122
998	40017	28080
999	40054	28038
1000	40090	27995
1001	40128	27953
1002	40169	27914
1003	40203	27870
1004	40243	27829
1005	40277	27785
1006	40313	27742
1007	40354	27703
1008	40391	27661
1009	40432	27621
1010	40468	27579
1011	40505	27537
1012	40546	27497
1013	40582	27455
1014	40616	27410
1015	40653	27368
1016	40691	27327
1017	40727	27284
1018	40768	27245
1019	40806	27204
1020	40845	27163
1021	40883	27122
1022	40919	27079
1023	40957	27038
1024	41001	27001
1025	41038	26958
1026	41074	26916
1027	41112	26875
1028	41150	26834
1029	41187	26792
1030	41228	26752
1031	41269	26713
1032	41311	26674
1033	41353	26635
1034	41391	26594
1035	41433	26556
1036	41470	26514
1037	41508	26472
1038	41549	26433
1039	41587	26392
1040	41628	26352
1041	41667	26312
1042	41707	26272
1043	41743	26229
1044	41778	26186
1045	41819	26147
1046	41855	26104
1047	41897	26065
1048	41935	26024
1049	41974	25984
1050	42010	25941
1051	42049	25901
1052	42088	25860
1053	42125	25818
1054	42164	25778
1055	42205	25738
1056	42242	25697
1057	42277	25654
1058	42314	25612
1059	42353	25572
1060	42398	25534
1061	42438	25494
1062	42481	25457
1063	42518	25415
1064	42564	25378
1065	42603	25338
1066	42641	25297
1067	42676	25254
1068	42710	25210
1069	42747	25168
1070	42789	25130
1071	42825	25088
1072	42862	25046
1073	42899	25004
1074	42936	24963
1075	42974	24922
1076	43016	24883
1077	43053	24841
1078	43093	24801
1079	43134	24762
1080	43169	24719
1081	43208	24679
1082	43247	24638
1083	43288	24599
1084	43334	24562
1085	43375	24523
1086	43413	24482
1087	43452	24441
1088	43492	24402
1089	43533	24362
1090	43571	24321
1091	43611	24281
1092	43647	24239
1093	43684	24197
1094	43724	24158
1095	43760	24116
1096	43800	24076
1097	43839	24035
1098	43875	23994
1099	43911	23951
1100	43949	23910
1101	43990	23871
1102	44026	23829
1103	44061	23787
1104	44098	23745
1105	44137	23705
1106	44177	23664
1107	44212	23622
1108	44250	23581
1109	44291	23542
1110	44336	23505
1111	44384	23469
1112	44433	23434
1113	44474	23395
1114	44515	23355
1115	44555	23315
1116	44593	23274
1117	44630	23233
1118	44664	23190
1119	44707	23152
1120	44744	23110
1121	44785	23071
1122	44828	23033
1123	44867	22992
1124	44905	22951
1125	44949	22914
1126	44988	22873
1127	45028	22833
1128	45066	22792
1129	45104	22751
1130	45143	22711
1131	45179	22669
1132	45222	22631
1133	45261	22590
1134	45303	22551
1135	45343	22512
1136	45384	22472
1137	45418	22429
1138	45456	22389
1139	45492	22347
1140	45537	22309
1141	45581	22272
1142	45622	22232
1143	45659	22191
1144	45697	22150
1145	45733	22108
1146	45771	22067
1147	45813	22028
1148	45849	21986
1149	45885	21945
1150	45923	21904
1151	45962	21863
1152	46001	21823
1153	46038	21782
1154	46075	21741
1155	46114	21700
1156	46152	21660
1157	46187	21618
1158	46224	21576
1159	46262	21536
1160	46306	21498
1161	46343	21456
1162	46381	21416
1163	46420	21375
1164	46455	21333
1165	46493	21292
1166	46531	21252
1167	46570	21212
1168	46607	21170
1169	46645	21130
1170	46683	21089
1171	46719	21047
1172	46760	21008
1173	46805	20970
1174	46849	20932
1175	46890	20893
1176	46931	20853
1177	46966	20812
1178	47002	20770
1179	47042	20730
1180	47082	20690
1181	47122	20650
1182	47162	20611
1183	47198	20569
1184	47236	20528
1185	47274	20488
1186	47312	20447
1187	47351	20407
1188	47387	20366
1189	47428	20326
1190	47470	20287
1191	47509	20247
1192	47547	20206
1193	47587	20166
1194	47622	20124
1195	47659	20084
1196	47698	20043
1197	47735	20002
1198	47774	19962
1199	47813	19922
1200	47853	19882
1201	47892	19842
1202	47929	19801
1203	47968	19760
1204	48004	19719
1205	48046	19680
1206	48083	19639
1207	48144	19608
1208	48227	19586
1209	48263	19544
1210	48307	19506
1211	48346	19466
1212	48386	19426
1213	48427	19387
1214	48465	19346
1215	48503	19305
1216	48541	19265
1217	48578	19223
1218	48620	19185
1219	48663	19146
1220	48701	19105
1221	48736	19064
1222	48780	19025
1223	48817	18984
1224	48855	18943
1225	48894	18903
1226	48935	18864
1227	48972	18823
1228	49008	18782
1229	49049	18742
1230	49086	18701
1231	49127	18662
1232	49167	18622
1233	49204	18581
1234	49243	18541
1235	49287	18502
1236	49326	18462
1237	49363	18421
1238	49407	18383
1239	49444	18342
1240	49483	18302
1241	49525	18263
1242	49563	18222
1243	49603	18182
1244	49644	18143
1245	49682	18102
1246	49721	18062
1247	49761	18022
1248	49802	17983
1249	49839	17942
1250	49881	17903
1251	49917	17861
1252	49956	17821
1253	49991	17780
1254	50027	17738
1255	50069	17699
1256	50104	17658
1257	50140	17616
1258	50176	17575
1259	50214	17535
1260	50251	17494
1261	50289	17453
1262	50332	17414
1263	50371	17374
1264	50408	17334
1265	50445	17293
1266	50481	17252
1267	50516	17210
1268	50549	17168
1269	50586	17127
1270	50624	17087
1271	50658	17045
1272	50691	17003
1273	50725	16961
1274	50767	16922
1275	50804	16881
1276	50836	16839
1277	50873	16798
1278	50906	16756
1279	50945	16716
1280	50980	16674
1281	51019	16635
1282	51054	16593
1283	51089	16552
1284	51130	16512
1285	51171	16473
1286	51205	16432
1287	51240	16390
1288	51276	16349
1289	51310	16308
1290	51343	16266
1291	51381	16225
1292	51416	16184
1293	51453	16143
1294	51487	16102
1295	51524	16061
1296	51558	16020
1297	51593	15978
1298	51634	15939
1299	51665	15897
1300	51703	15856
1301	51736	15814
1302	51772	15774
1303	51811	15734
1304	51848	15693
1305	51885	15653
1306	51920	15611
1307	51959	15571
1308	51996	15531
1309	52032	15490
1310	52091	15456
1311	52130	15416
1312	52159	15373
1313	52184	15329
1314	52214	15287
1315	52243	15244
1316	52277	15202
1317	52306	15160
1318	52335	15117
1319	52371	15076
1320	52402	15034
1321	52431	14991
1322	52458	14948
1323	52486	14905
1324	52514	14862
1325	52540	14819
1326	52569	14776
1327	52598	14733
1328	52627	14691
1329	52656	14648
1330	52683	14605
1331	52709	14562
1332	52735	14519
1333	52765	14476
1334	52791	14433
1335	52819	14390
1336	52846	14347
1337	52874	14305
1338	52902	14262
1339	52933	14220
1340	52962	14178
1341	52987	14135
1342	53018	14093
1343	53045	14050
1344	53070	14007
1345	53098	13965
1346	53126	13922
1347	53153	13879
1348	53183	13837
1349	53208	13794
1350	53234	13752
1351	53266	13710
1352	53293	13668
1353	53321	13625
1354	53349	13583
1355	53375	13540
1356	53404	13498
1357	53431	13456
1358	53459	13414
1359	53488	13372
1360	53517	13330
1361	53543	13287
1362	53576	13246
1363	53603	13204
1364	53629	13161
1365	53657	13119
1366	53687	13078
1367	53719	13037
1368	53749	12995
1369	53778	12954
1370	53805	12911
1371	53834	12869
1372	53859	12827
1373	53889	12785
1374	53915	12743
1375	53942	12701
1376	53968	12659
1377	53996	12617
1378	54024	12575
1379	54049	12533
1380	54075	12490
1381	54106	12449
1382	54132	12407
1383	54160	12366
1384	54189	12324
1385	54220	12283
1386	54247	12241
1387	54276	12200
1388	54305	12159
1389	54333	12117
1390	54362	12076
1391	54392	12035
1392	54417	11992
1393	54449	11952
1394	54478	11910
1395	54502	11868
1396	54527	11826
1397	54554	11784
1398	54580	11743
1399	54607	11701
1400	54635	11660
1401	54664	11619
1402	54693	11578
1403	54720	11536
1404	54748	11495
1405	54775	11453
1406	54804	11412
1407	54831	11371
1408	54860	11330
1409	54888	11289
1410	54915	11247
1411	54955	11209
1412	54994	11170
1413	55021	11128
1414	55049	11087
1415	55078	11046
1416	55106	11005
1417	55131	10964
1418	55158	10922
1419	55189	10882
1420	55223	10842
1421	55254	10802
1422	55282	10761
1423	55308	10719
1424	55334	10678
1425	55361	10637
1426	55388	10596
1427	55415	10555
1428	55442	10514
1429	55468	10473
1430	55497	10432
1431	55524	10391
1432	55551	10350
1433	55579	10309
1434	55607	10268
1435	55637	10228
1436	55662	10187
1437	55693	10147
1438	55723	10106
1439	55751	10066
1440	55777	10025
1441	55806	9984
1442	55833	9944
1443	55861	9903
1444	55890	9863
1445	55915	9821
1446	55947	9782
1447	55972	9741
1448	55999	9700
1449	56024	9659
1450	56051	9618
1451	56079	9578
1452	56106	9537
1453	56136	9497
1454	56164	9457
1455	56194	9417
1456	56220	9376
1457	56253	9336
1458	56282	9296
1459	56311	9256
1460	56345	9217
1461	56384	9178
1462	56415	9139
1463	56442	9098
1464	56471	9058
1465	56503	9018
1466	56531	8978
1467	56561	8938
1468	56592	8899
1469	56620	8859
1470	56647	8818
1471	56672	8778
1472	56704	8738
1473	56733	8698
1474	56762	8658
1475	56793	8618
1476	56820	8578
1477	56850	8539
1478	56874	8498
1479	56901	8458
1480	56930	8418
1481	56958	8378
1482	56984	8338
1483	57009	8297
1484	57035	8257
1485	57060	8217
1486	57087	8177
1487	57114	8137
1488	57139	8097
1489	57168	8057
1490	57196	8017
1491	57228	7978
1492	57263	7939
1493	57292	7899
1494	57322	7860
1495	57349	7820
1496	57377	7780
1497	57405	7740
1498	57434	7701
1499	57461	7661
1500	57488	7621
1501	57516	7582
1502	57543	7542
1503	57576	7503
1504	57603	7463
1505	57635	7424
1506	57666	7385
1507	57695	7345
1508	57721	7306
1509	57751	7266
1510	57781	7227
1511	57807	7187
1512	57835	7148
1513	57867	7109
1514	57896	7069
1515	57921	7030
1516	57949	6990
1517	57975	6950
1518	58003	6911
1519	58030	6871
1520	58055	6832
1521	58083	6792
1522	58112	6753
1523	58140	6714
1524	58166	6674
1525	58193	6635
1526	58222	6596
1527	58258	6557
1528	58289	6518
1529	58317	6479
1530	58345	6440
1531	58377	6401
1532	58409	6362
1533	58438	6323
1534	58468	6284
1535	58497	6245
1536	58523	6206
1537	58553	6167
1538	58577	6128
1539	58603	6088
1540	58630	6049
1541	58658	6010
1542	58686	5971
1543	58710	5931
1544	58735	5892
1545	58764	5853
1546	58795	5814
1547	58819	5775
1548	58849	5736
1549	58877	5697
1550	58904	5658
1551	58931	5619
1552	58957	5580
1553	58984	5541
1554	59009	5502
1555	59039	5463
1556	59069	5425
1557	59096	5386
1558	59121	5347
1559	59150	5308
1560	59176	5269
1561	59203	5230
1562	59229	5191
1563	59261	5153
1564	59288	5114
1565	59314	5075
1566	59341	5036
1567	59368	4997
1568	59395	4959
1569	59424	4920
1570	59449	4881
1571	59477	4842
1572	59501	4804
1573	59527	4765
1574	59554	4726
1575	59583	4688
1576	59611	4649
1577	59639	4610
1578	59669	4572
1579	59695	4533
1580	59722	4495
1581	59748	4456
1582	59780	4418
1583	59812	4380
1584	59840	4341
1585	59864	4303
1586	59895	4264
1587	59921	4226
1588	59947	4187
1589	59973	4149
1590	60001	4110
1591	60027	4072
1592	60055	4033
1593	60082	3995
1594	60110	3957
1595	60138	3918
1596	60163	3880
1597	60189	3841
1598	60214	3803
1599	60247	3765
1600	60278	3727
1601	60306	3689
1602	60337	3651
1603	60366	3612
1604	60392	3574
1605	60420	3536
1606	60448	3498
1607	60473	3459
1608	60499	3421
1609	60531	3383
1610	60561	3345
1611	60586	3307
1612	60611	3269
1613	60639	3231
1614	60665	3192
1615	60692	3154
1616	60719	3116
1617	60745	3078
1618	60775	3040
1619	60803	3002
1620	60831	2964
1621	60859	2926
1622	60887	2888
1623	60913	2850
1624	60947	2812
1625	60975	2775
1626	61004	2737
1627	61029	2699
1628	61055	2661
1629	61081	2623
1630	61108	2585
1631	61134	2547
1632	61160	2509
1633	61186	2471
1634	61215	2433
1635	61251	2396
1636	61284	2358
1637	61314	2320
1638	61341	2282
1639	61374	2245
1640	61401	2207
1641	61430	2169
1642	61460	2132
1643	61490	2094
1644	61517	2056
1645	61547	2019
1646	61582	1981
1647	61610	1944
1648	61641	1906
1649	61667	1868
1650	61693	1831
1651	61720	1793
1652	61748	1755
1653	61775	1718
1654	61803	1680
1655	61835	1642
1656	61865	1605
1657	61893	1567
1658	61921	1530
1659	61949	1492
1660	61979	1455
1661	62006	1417
1662	62036	1380
1663	62066	1342
1664	62095	1305
