iter	Passed	Remaining
1665	62122	1267
1666	62146	1230
1667	62176	1192
1668	62204	1155
1669	62238	1118
1670	62265	1080
1671	62290	1043
1672	62319	1005
1673	62358	968
1674	62388	931
1675	62419	893
1676	62447	856
1677	62475	819
1678	62503	781
1679	62529	744
1680	62555	707
1681	62581	669
1682	62609	632
1683	62636	595
1684	62664	557
1685	62689	520
1686	62714	483
1687	62743	446
1688	62770	408
1689	62795	371
1690	62824	334
1691	62851	297
1692	62877	259
1693	62909	222
1694	62942	185
1695	62973	148
1696	63008	111
1697	63039	74
1698	63066	37
1699	63094	0
