iter	Logloss
443	0.2079613521
444	0.2079476912
445	0.2079395543
446	0.2079296426
447	0.2079199312
448	0.2079101658
449	0.2078997838
450	0.2078865438
451	0.2078739778
452	0.2078596895
453	0.2078516367
454	0.2078419284
455	0.2078330148
456	0.2078248713
457	0.2078148795
458	0.2078008035
459	0.2077890094
460	0.2077818078
461	0.2077750884
462	0.207772889
463	0.2077621953
464	0.2077506401
465	0.2077387563
466	0.2077247179
467	0.2077125402
468	0.2077006786
469	0.207689075
470	0.2076806912
471	0.2076677851
472	0.2076557495
473	0.2076454019
474	0.2076377131
475	0.207630431
476	0.2076178326
477	0.2076066744
478	0.2076005535
479	0.2075986751
480	0.2075914746
481	0.2075833596
482	0.2075722506
483	0.2075651508
484	0.2075578308
485	0.2075468859
486	0.2075370306
487	0.2075251941
488	0.2075134458
489	0.2074996478
490	0.2074959737
491	0.2074883121
492	0.2074779296
493	0.2074696186
494	0.2074570358
495	0.2074443969
496	0.2074302603
497	0.2074208913
498	0.2074113395
499	0.2074043267
500	0.2073924368
501	0.2073812605
502	0.2073714081
503	0.2073696195
504	0.2073621234
505	0.2073470839
506	0.2073393408
507	0.2073261023
508	0.2073183593
509	0.2073091928
510	0.207299378
511	0.2072892948
512	0.2072749948
513	0.2072643367
514	0.2072532579
515	0.2072412661
516	0.2072353376
517	0.2072270771
518	0.2072187025
519	0.2072080578
520	0.2071972653
521	0.2071894326
522	0.2071804473
523	0.207170278
524	0.2071623387
525	0.2071516508
526	0.2071418563
527	0.207131123
528	0.2071178916
529	0.2071144484
530	0.2071062581
531	0.2070967903
532	0.2070845645
533	0.2070768931
534	0.2070690463
535	0.2070667763
536	0.2070589859
537	0.2070457246
538	0.2070385067
539	0.2070271283
540	0.2070157601
541	0.2070029726
542	0.2069935912
543	0.2069848398
544	0.2069753586
545	0.2069721057
546	0.2069661984
547	0.2069532917
548	0.2069362525
549	0.2069259623
550	0.2069156307
551	0.2069059126
552	0.2068968432
553	0.2068826171
554	0.2068706581
555	0.2068578079
556	0.2068489943
557	0.2068402597
558	0.2068295552
559	0.2068242366
560	0.2068174028
561	0.2068069233
562	0.2067939246
563	0.2067843786
564	0.2067733936
565	0.2067601678
566	0.2067507573
567	0.206738251
568	0.2067296055
569	0.2067178654
570	0.2067079716
571	0.2066940921
572	0.2066822444
573	0.2066737113
574	0.2066681923
575	0.2066585353
576	0.2066507426
577	0.2066432598
578	0.2066396859
579	0.206629752
580	0.2066216869
581	0.2066143098
582	0.2066061648
583	0.2065956822
584	0.2065851352
585	0.2065783029
586	0.2065717782
587	0.2065611383
588	0.2065593168
589	0.2065503945
590	0.2065388108
591	0.2065275094
592	0.2065195139
593	0.2065115368
594	0.2065021456
595	0.206487661
596	0.2064836682
597	0.2064752966
598	0.2064619919
599	0.2064527728
600	0.2064496272
601	0.2064371195
602	0.2064317447
603	0.206421201
604	0.2064110348
605	0.2063963583
606	0.2063851528
607	0.2063776705
608	0.2063678734
609	0.2063609325
610	0.2063542255
611	0.2063491346
612	0.2063375974
613	0.2063306313
614	0.2063229689
615	0.2063165107
616	0.2063074593
617	0.2062973865
618	0.2062832796
619	0.2062731041
620	0.2062671625
621	0.2062579995
622	0.2062546266
623	0.2062516276
624	0.2062390698
625	0.2062316049
626	0.206225975
627	0.206212954
628	0.2062023218
629	0.206195849
630	0.2061876847
631	0.206180045
632	0.2061720382
633	0.2061627049
634	0.2061553918
635	0.2061519036
636	0.206145817
637	0.2061351335
638	0.2061299082
639	0.2061221919
640	0.2061186482
641	0.2061109466
642	0.2061005059
643	0.2060905847
644	0.2060823766
645	0.2060751054
646	0.2060657461
647	0.2060545382
648	0.2060428042
649	0.20603193
650	0.2060218205
651	0.2060091553
652	0.2060004649
653	0.2059978167
654	0.2059900984
655	0.2059827975
656	0.2059735712
657	0.2059662033
658	0.2059563878
659	0.2059479102
660	0.2059375578
661	0.205929341
662	0.2059207686
663	0.2059076632
664	0.2059048671
665	0.2058978787
666	0.2058899725
667	0.2058816387
668	0.205871948
669	0.2058530295
670	0.2058468993
671	0.2058379272
672	0.2058277228
673	0.205816307
674	0.2058105839
675	0.2057993053
676	0.2057920881
677	0.2057836765
678	0.2057710481
679	0.2057648232
680	0.2057625829
681	0.2057525257
682	0.2057425201
683	0.2057358007
684	0.2057260222
685	0.2057199561
686	0.2057151051
687	0.2057075602
688	0.2057003587
689	0.2056911249
690	0.205683533
691	0.2056724961
692	0.2056658148
693	0.2056567578
694	0.2056501488
695	0.2056429729
696	0.2056372702
697	0.2056255509
698	0.2056137419
699	0.2056043748
700	0.2055915777
701	0.2055830659
702	0.2055784223
703	0.2055692997
704	0.2055570522
705	0.2055472908
706	0.2055320945
707	0.2055218547
708	0.2055192828
709	0.2055117747
710	0.2055091138
711	0.2055011847
712	0.2054935693
713	0.2054849172
714	0.2054724912
715	0.2054659022
716	0.2054601951
717	0.205453245
718	0.2054450537
719	0.2054378849
720	0.2054296186
721	0.2054215137
722	0.2054133681
723	0.2054027167
724	0.2053923638
725	0.2053853137
726	0.2053744087
727	0.2053720748
728	0.2053666655
729	0.2053592254
730	0.2053564804
731	0.2053462106
732	0.2053387048
733	0.2053282212
734	0.205317855
735	0.2053104492
736	0.2053031146
737	0.2052966261
738	0.2052890176
739	0.2052811415
740	0.2052721201
741	0.205269656
742	0.2052602811
743	0.2052526619
744	0.2052432772
745	0.2052415621
746	0.2052349867
747	0.205225387
748	0.2052190653
749	0.2052135525
750	0.2052068663
751	0.2052002499
752	0.2051936578
753	0.2051887817
754	0.205176102
755	0.205168766
756	0.2051613914
757	0.2051574434
758	0.2051487295
759	0.2051443937
760	0.2051387637
761	0.2051311318
762	0.2051224017
763	0.2051166651
764	0.2051027711
765	0.2050956333
766	0.2050867009
767	0.2050746759
768	0.2050671497
769	0.2050623358
770	0.2050548943
771	0.2050472655
772	0.2050379958
773	0.2050286527
774	0.2050228263
775	0.2050126283
776	0.205006556
777	0.2050010499
778	0.2049921999
779	0.2049806773
780	0.2049719739
781	0.2049645493
782	0.2049537325
783	0.2049495437
784	0.2049387802
785	0.2049298266
786	0.2049232898
787	0.2049154147
788	0.2049095235
789	0.2049027015
790	0.2048953629
791	0.2048870022
792	0.2048789088
793	0.2048704774
794	0.2048664632
795	0.2048577073
796	0.204850716
797	0.2048401353
798	0.2048316442
799	0.2048248978
800	0.2048152176
801	0.2048094437
802	0.2047960984
803	0.2047904225
804	0.2047814949
805	0.2047728407
806	0.204770708
807	0.2047654996
808	0.2047595456
809	0.2047502259
810	0.2047404746
811	0.2047364896
812	0.2047276538
813	0.2047199817
814	0.2047130159
815	0.2047072558
816	0.2047014123
817	0.2046903866
818	0.2046791544
819	0.2046706227
820	0.2046636336
821	0.2046594118
822	0.20465173
823	0.2046349982
824	0.2046276773
825	0.2046205092
826	0.2046149937
827	0.2046086613
828	0.2046016628
829	0.204593202
830	0.2045851253
831	0.2045790746
832	0.2045713857
833	0.2045663215
834	0.2045585227
835	0.2045474175
836	0.2045401038
837	0.2045336274
838	0.2045260656
839	0.2045213612
840	0.2045097526
841	0.204507473
842	0.2044978152
843	0.2044895753
844	0.2044807333
845	0.2044785205
846	0.2044751514
847	0.2044656739
848	0.2044548287
849	0.2044479829
850	0.2044439377
851	0.2044357856
852	0.2044261103
853	0.2044177569
854	0.2044161325
855	0.2044090451
856	0.2043991328
857	0.2043977992
858	0.2043841135
859	0.2043805228
860	0.2043715634
861	0.2043655263
862	0.2043588876
863	0.2043572391
864	0.2043447831
865	0.2043405574
866	0.2043391001
867	0.2043308063
868	0.2043241133
869	0.2043150925
870	0.204311833
871	0.204301557
872	0.2042890804
873	0.2042844776
874	0.2042786738
875	0.2042737964
876	0.2042658809
877	0.2042555524
878	0.204248977
879	0.2042447485
880	0.2042346224
881	0.2042298987
882	0.2042229827
883	0.2042101106
884	0.2041979036
885	0.2041905634
886	0.2041831654
887	0.204173712
888	0.20416576
889	0.2041602737
890	0.2041503072
891	0.2041426683
892	0.2041355086
893	0.2041242865
894	0.2041203448
895	0.2041170023
896	0.204102365
897	0.2041013289
898	0.2040992559
899	0.2040913766
900	0.2040810589
901	0.2040802602
902	0.2040740525
903	0.2040714717
904	0.2040623405
905	0.2040615151
906	0.2040519979
907	0.2040450209
908	0.2040322183
909	0.2040311522
910	0.2040236006
911	0.2040182918
912	0.2040133137
913	0.2040046157
914	0.2039931024
915	0.2039839921
916	0.2039755711
917	0.2039640149
918	0.2039547716
919	0.203946845
920	0.2039450201
921	0.203943492
922	0.2039291214
923	0.2039267712
924	0.2039215597
925	0.2039119614
926	0.2039028993
927	0.2038974901
928	0.2038859267
929	0.2038771294
930	0.2038673107
931	0.2038581886
932	0.203852171
933	0.2038438283
934	0.2038394758
935	0.2038333314
936	0.203825322
937	0.203821117
938	0.203815266
939	0.2038130796
940	0.203807327
941	0.2038000764
942	0.2037982876
943	0.2037880443
944	0.2037810576
945	0.2037737031
946	0.203762848
947	0.2037538991
948	0.2037519601
949	0.2037405666
950	0.2037368359
951	0.2037248596
952	0.2037200524
953	0.2037146605
954	0.2037085031
955	0.2037004987
956	0.2036954974
957	0.2036885302
958	0.2036813767
959	0.203676329
960	0.2036700734
961	0.2036601833
962	0.2036500375
963	0.2036442036
964	0.203635211
965	0.2036288262
966	0.2036190482
967	0.2036085775
968	0.2036065983
969	0.2035960019
970	0.2035923548
971	0.2035830737
972	0.2035786411
973	0.203575482
974	0.2035671371
975	0.2035586897
976	0.2035527903
977	0.2035424072
978	0.2035309606
979	0.2035203925
980	0.2035139885
981	0.2035028567
982	0.2034964187
983	0.2034875239
984	0.2034838769
985	0.2034761553
986	0.2034674704
987	0.2034648661
988	0.2034556711
989	0.2034509739
990	0.2034491686
991	0.2034478917
992	0.2034376055
993	0.2034308065
994	0.2034204825
995	0.2034139799
996	0.2034034364
997	0.203393815
998	0.2033905755
999	0.2033874518
1000	0.2033787897
1001	0.2033710641
1002	0.2033652672
1003	0.2033620714
1004	0.2033536577
1005	0.2033526514
1006	0.2033449191
1007	0.2033407837
1008	0.2033359664
1009	0.2033309989
1010	0.2033257635
1011	0.2033199673
1012	0.2033115032
1013	0.2033097045
1014	0.2033087517
1015	0.2032988981
1016	0.2032875356
1017	0.203280927
1018	0.2032744716
1019	0.2032652694
1020	0.2032600703
1021	0.2032515824
1022	0.2032414782
1023	0.2032366175
1024	0.2032258576
1025	0.2032172947
1026	0.2032072286
1027	0.2032003291
1028	0.2031917345
1029	0.2031839788
1030	0.2031739096
1031	0.2031694464
1032	0.2031588432
1033	0.2031519184
1034	0.2031422354
1035	0.2031359647
1036	0.2031313516
1037	0.2031224244
1038	0.2031129495
1039	0.2031028204
1040	0.2030926122
1041	0.2030840941
1042	0.2030758888
1043	0.2030663144
1044	0.2030594965
1045	0.2030522295
1046	0.2030455697
1047	0.2030397961
1048	0.2030295965
1049	0.2030238398
1050	0.2030163325
1051	0.2030068455
1052	0.2029973183
1053	0.2029898461
1054	0.2029843866
1055	0.2029708775
1056	0.2029654854
1057	0.2029582536
1058	0.2029486561
1059	0.2029423411
1060	0.202934058
1061	0.2029288231
1062	0.2029215342
1063	0.2029131165
1064	0.2029035701
1065	0.2028949217
1066	0.2028878343
1067	0.2028841099
1068	0.2028775757
1069	0.2028691379
1070	0.2028581027
1071	0.2028514493
1072	0.2028415544
1073	0.2028348512
1074	0.2028224945
1075	0.2028134226
1076	0.2027993401
1077	0.2027923727
1078	0.2027842227
1079	0.2027752298
1080	0.2027743606
1081	0.2027639045
1082	0.2027567261
1083	0.2027468276
1084	0.2027335009
1085	0.2027219981
1086	0.2027126977
1087	0.2027033212
1088	0.2026934146
1089	0.2026854186
1090	0.2026797527
1091	0.2026781714
1092	0.2026652115
1093	0.2026544243
1094	0.2026466781
1095	0.2026427036
1096	0.2026353691
1097	0.2026239135
1098	0.2026185217
1099	0.2026103481
1100	0.2026031908
1101	0.2025932936
1102	0.2025884878
1103	0.2025785291
1104	0.2025709899
1105	0.2025623863
1106	0.2025535114
1107	0.2025498742
1108	0.2025433261
1109	0.2025341431
1110	0.202526736
1111	0.2025165193
1112	0.2025060578
1113	0.2024949236
1114	0.2024874041
1115	0.2024795768
1116	0.2024740084
1117	0.2024708323
1118	0.2024667338
1119	0.2024582826
1120	0.202451062
1121	0.2024424808
1122	0.2024349218
1123	0.2024259989
1124	0.2024149972
1125	0.2024082913
1126	0.2024029459
1127	0.2023976236
1128	0.2023920078
1129	0.2023852777
1130	0.2023767551
1131	0.2023721046
1132	0.2023644007
1133	0.2023593495
1134	0.2023544226
1135	0.2023478773
1136	0.2023426557
1137	0.2023364243
1138	0.2023296086
1139	0.202324487
1140	0.2023140991
1141	0.2023039768
1142	0.202297134
1143	0.2022890344
1144	0.202286136
1145	0.2022754688
1146	0.2022690776
1147	0.2022599372
1148	0.2022549729
1149	0.202252489
1150	0.2022455891
1151	0.2022374924
1152	0.2022274283
1153	0.2022208361
1154	0.2022156647
1155	0.2022103259
1156	0.2022031187
1157	0.2021989233
1158	0.2021912176
1159	0.2021867214
1160	0.2021774131
1161	0.2021713958
1162	0.2021650639
1163	0.2021551842
1164	0.2021497318
1165	0.2021424514
1166	0.2021337969
1167	0.202124861
1168	0.202122464
1169	0.202116714
1170	0.2021063477
1171	0.2020970748
1172	0.2020903854
1173	0.2020797853
1174	0.2020738237
1175	0.2020648375
1176	0.20205649
1177	0.2020479451
1178	0.2020393535
1179	0.2020303041
1180	0.2020241271
1181	0.2020163483
1182	0.2020078889
1183	0.2020005873
1184	0.201992749
1185	0.2019877314
1186	0.2019864579
1187	0.201980177
1188	0.201974862
1189	0.2019692398
1190	0.2019535963
1191	0.2019431791
1192	0.20193796
1193	0.2019301896
1194	0.2019234159
1195	0.2019179477
1196	0.2019087379
1197	0.2019017802
1198	0.201891664
1199	0.2018861383
1200	0.2018731766
1201	0.2018681553
1202	0.2018614319
1203	0.2018541374
1204	0.2018471808
1205	0.2018403856
1206	0.2018315567
1207	0.2018260877
1208	0.2018187993
1209	0.2018118495
1210	0.2018052247
1211	0.2017982626
1212	0.2017918207
1213	0.201779744
1214	0.201770495
1215	0.2017620439
1216	0.2017556572
1217	0.2017494456
1218	0.2017413247
1219	0.201735528
1220	0.2017292079
1221	0.2017189849
1222	0.2017083499
1223	0.2016983253
1224	0.2016865848
1225	0.2016788717
1226	0.2016736029
1227	0.201670641
1228	0.2016640595
1229	0.2016574846
1230	0.201645312
1231	0.2016395223
1232	0.2016321966
1233	0.2016296693
1234	0.2016168029
1235	0.2016071745
1236	0.2015999737
1237	0.2015951761
1238	0.2015901423
1239	0.2015844064
1240	0.2015786568
1241	0.2015700801
1242	0.2015621975
1243	0.2015541641
1244	0.2015436102
1245	0.2015396692
1246	0.201535497
1247	0.2015278117
1248	0.201516149
1249	0.2015051977
1250	0.2014974652
1251	0.2014924338
1252	0.2014859384
1253	0.2014769859
1254	0.201471956
1255	0.2014623304
1256	0.2014592616
1257	0.2014481415
1258	0.2014420907
1259	0.2014354123
1260	0.2014263129
1261	0.2014181294
1262	0.2014136602
1263	0.2014067038
1264	0.2013983869
1265	0.2013935901
1266	0.2013896083
1267	0.201384411
1268	0.2013782965
1269	0.2013734287
1270	0.2013613606
1271	0.2013515121
1272	0.2013445488
1273	0.2013368029
1274	0.2013282983
1275	0.2013214787
1276	0.201317935
1277	0.2013074415
1278	0.2013039613
1279	0.201297024
1280	0.2012958675
1281	0.2012870354
1282	0.2012793019
1283	0.2012729565
1284	0.2012633245
1285	0.2012573
1286	0.2012476994
1287	0.2012442761
1288	0.2012430996
1289	0.2012379747
1290	0.2012368182
1291	0.2012269731
1292	0.2012187185
1293	0.2012131139
1294	0.2012064352
1295	0.2011985635
1296	0.2011918809
1297	0.2011799973
1298	0.2011678817
1299	0.2011667427
1300	0.2011595182
1301	0.2011525182
1302	0.2011436888
1303	0.2011372202
1304	0.2011341078
1305	0.2011232271
1306	0.2011172044
1307	0.2011119036
1308	0.201105983
1309	0.2011029137
1310	0.2010955463
1311	0.2010909363
1312	0.2010838091
1313	0.2010788713
1314	0.2010712826
1315	0.2010609173
1316	0.2010561138
1317	0.2010504106
1318	0.2010434385
1319	0.2010340751
1320	0.2010332561
1321	0.2010206054
1322	0.2010181617
1323	0.2010076801
1324	0.2010003455
1325	0.2009933752
1326	0.2009803441
1327	0.2009755497
1328	0.2009692103
1329	0.200962418
1330	0.2009547316
1331	0.2009474307
1332	0.2009393926
1333	0.2009280398
1334	0.2009251948
1335	0.2009195511
1336	0.2009152854
1337	0.2009090639
1338	0.2009012057
1339	0.2008921665
1340	0.2008863696
1341	0.2008819936
1342	0.2008726538
1343	0.2008660745
1344	0.2008618944
1345	0.2008539177
1346	0.2008438024
1347	0.2008357522
1348	0.2008296114
1349	0.200825716
1350	0.2008182439
1351	0.2008112273
1352	0.2008044087
1353	0.2007985952
1354	0.2007925744
1355	0.200786761
1356	0.2007785672
1357	0.2007700024
1358	0.2007661147
1359	0.2007605584
1360	0.2007560991
1361	0.2007493927
1362	0.2007425463
1363	0.2007323871
1364	0.2007230574
1365	0.200715165
1366	0.2007047883
1367	0.2006941102
1368	0.2006803815
1369	0.2006734102
1370	0.2006623779
1371	0.2006533052
1372	0.2006472675
1373	0.2006418185
1374	0.2006330402
1375	0.2006249438
1376	0.2006218113
1377	0.2006170846
1378	0.2006113232
1379	0.2006025848
1380	0.2005979635
1381	0.2005907747
1382	0.2005849641
1383	0.2005811198
1384	0.200575996
1385	0.2005677586
1386	0.2005575035
1387	0.2005515763
1388	0.2005453235
1389	0.2005341961
1390	0.2005259174
1391	0.2005190304
1392	0.2005135707
1393	0.2005054072
1394	0.2004983485
1395	0.2004975127
1396	0.2004949453
1397	0.2004888114
1398	0.2004841814
1399	0.2004782948
1400	0.200470576
1401	0.2004633686
1402	0.2004552419
1403	0.2004471203
1404	0.2004419491
1405	0.2004331403
1406	0.2004260031
1407	0.2004179128
1408	0.2004109862
1409	0.2004073619
1410	0.2004009469
1411	0.2003891113
1412	0.2003784231
1413	0.2003726499
1414	0.2003649274
1415	0.2003594575
1416	0.2003514773
1417	0.2003463111
1418	0.2003392576
1419	0.2003322807
1420	0.200325495
1421	0.2003206842
1422	0.2003118659
1423	0.2003064704
1424	0.2002990922
1425	0.2002874985
1426	0.2002840689
1427	0.2002806424
1428	0.2002760832
1429	0.2002725833
1430	0.2002665491
1431	0.2002592585
1432	0.2002512521
1433	0.2002479827
1434	0.2002415478
1435	0.2002343741
1436	0.2002297808
1437	0.2002239333
1438	0.2002091706
1439	0.2002030098
1440	0.2001984835
1441	0.2001920143
1442	0.2001837941
1443	0.20017762
1444	0.2001707481
1445	0.2001655174
1446	0.2001583795
1447	0.2001559592
1448	0.200150597
1449	0.2001447935
1450	0.2001408122
1451	0.2001323279
1452	0.2001268288
1453	0.2001142502
1454	0.2001055605
1455	0.2000975394
1456	0.2000892456
1457	0.2000825762
1458	0.2000758032
1459	0.2000727684
1460	0.2000653286
1461	0.2000606158
1462	0.2000561425
1463	0.2000505583
1464	0.2000446814
1465	0.2000386647
1466	0.2000337536
1467	0.2000239525
1468	0.2000115098
1469	0.2000071869
1470	0.2000028733
1471	0.1999986441
1472	0.1999895323
1473	0.1999823349
1474	0.1999759661
1475	0.1999682438
1476	0.1999622534
1477	0.1999579778
1478	0.1999506933
1479	0.1999431395
1480	0.1999393063
1481	0.1999372802
1482	0.1999328405
1483	0.1999276289
1484	0.199922384
1485	0.1999197364
1486	0.1999173204
1487	0.1999124664
1488	0.1999088793
1489	0.1999051546
1490	0.1998975378
1491	0.1998919518
1492	0.1998823489
1493	0.1998742039
1494	0.1998662307
1495	0.199859464
1496	0.1998504443
1497	0.1998432865
1498	0.1998348199
1499	0.1998252719
1500	0.1998168495
1501	0.1998141794
1502	0.1998095841
1503	0.1998010435
1504	0.1997936556
1505	0.1997866049
1506	0.1997807982
1507	0.199772536
1508	0.1997685042
1509	0.1997611816
1510	0.1997573807
